IB1,IB2,IB3,IB4,IB5,IH1,IH2,IH3,IH4,lang,education_level,sex,country_origin,country,age,continent
5,4,5,2,6,1,5,3,2,6,High school,Female,47.0,COL,19.0,South America
3,6,6,5,5,4,5,6,5,6,Bachelor's degree,Female,47.0,COL,19.0,South America
5,6,4,6,6,1,1,5,2,7,Bachelor's degree,Female,220.0,TUR,25.0,Asia
3,3,4,5,4,5,6,5,6,6,Bachelor's degree,Female,47.0,COL,19.0,South America
5,5,5,3,6,2,2,3,3,6,Bachelor's degree,Female,47.0,COL,21.0,South America
6,3,5,6,6,1,5,5,3,6,Bachelor's degree,Male,47.0,COL,35.0,South America
2,6,2,5,6,3,2,3,6,6,Bachelor's degree,Male,47.0,COL,19.0,South America
1,1,1,1,2,1,1,1,1,6,Master's degree,Female,47.0,COL,22.0,South America
2,3,4,5,5,2,5,4,4,5,High school,Female,1.0,SVK,20.0,South America
5,7,5,6,7,5,5,5,5,7,Bachelor's degree,Female,220.0,TUR,26.0,Asia
5,3,4,2,4,2,4,2,1,6,Bachelor's degree,Female,47.0,COL,23.0,South America
2,6,3,6,7,2,4,6,5,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
4,4,2,4,4,4,4,4,4,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
2,6,6,4,6,4,4,6,5,7,High school,Male,220.0,TUR,20.0,Asia
6,7,3,1,4,1,4,3,1,7,High school,Female,220.0,TUR,22.0,Asia
6,2,2,2,3,4,6,5,5,7,High school,Female,220.0,TUR,24.0,Asia
3,6,5,5,2,1,6,5,7,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
5,7,7,1,7,1,1,7,2,7,High school,Female,220.0,TUR,20.0,Asia
6,6,1,4,6,2,6,5,3,7,High school,Male,220.0,TUR,23.0,Asia
6,2,2,2,2,2,2,2,2,6,Master's degree,Male,47.0,COL,36.0,South America
3,5,1,6,1,1,5,1,1,7,High school,Female,220.0,TUR,21.0,Asia
6,5,5,5,4,3,6,2,2,6,Bachelor's degree,Male,47.0,COL,20.0,South America
5,4,1,5,2,4,5,5,4,2,Master's degree,Male,74.0,FRA,43.0,Europe
6,3,4,5,2,2,2,2,2,6,High school,Female,47.0,COL,22.0,South America
6,6,5,6,6,5,1,4,5,7,High school,Female,220.0,TUR,22.0,Asia
7,4,2,5,7,1,2,4,1,7,Bachelor's degree,Female,220.0,TUR,30.0,Asia
6,6,6,7,5,1,3,3,1,7,High school,Female,220.0,TUR,21.0,Asia
7,1,6,6,6,2,1,1,1,6,Master's degree,Male,43.0,CHL,30.0,South America
7,5,4,1,1,3,6,6,4,7,High school,Female,220.0,TUR,21.0,Asia
6,2,5,1,6,2,6,5,1,7,High school,Female,220.0,TUR,21.0,Asia
5,6,6,2,6,5,6,7,3,7,Bachelor's degree,Male,220.0,TUR,25.0,Asia
7,4,5,3,6,1,5,4,2,7,Bachelor's degree,Female,220.0,TUR,24.0,Asia
3,4,5,1,5,5,6,5,5,7,High school,Male,220.0,TUR,21.0,Asia
2,2,6,6,6,6,5,2,6,6,Master's degree,Male,47.0,COL,43.0,South America
7,6,4,4,6,5,7,5,6,7,Bachelor's degree,Female,220.0,TUR,32.0,Asia
5,6,5,2,2,2,3,4,2,6,High school,Female,47.0,COL,24.0,South America
7,5,5,6,4,1,1,5,3,2,High school,Female,74.0,FRA,31.0,Europe
3,5,4,5,5,4,2,5,5,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
2,3,3,6,3,5,5,5,5,5,High school,Female,1.0,SVK,19.0,South America
6,5,2,2,6,1,1,3,1,7,High school,Male,220.0,TUR,19.0,Asia
5,4,5,4,5,1,2,2,3,7,High school,Female,220.0,TUR,20.0,Asia
7,7,6,6,6,5,6,6,3,7,Bachelor's degree,Female,220.0,TUR,32.0,Asia
5,2,5,6,2,1,3,5,3,6,Master's degree,Female,47.0,COL,31.0,South America
5,6,2,3,4,2,4,7,4,7,High school,Male,220.0,TUR,21.0,Asia
2,4,3,2,4,1,2,2,2,5,High school,Female,1.0,SVK,21.0,South America
7,5,7,2,6,1,5,3,2,7,High school,Female,220.0,TUR,21.0,Asia
3,2,5,5,4,4,3,2,4,6,Master's degree,Male,43.0,CHL,35.0,South America
3,3,2,2,5,2,1,2,2,7,High school,Female,220.0,TUR,22.0,Asia
2,6,2,2,6,4,6,4,5,5,High school,Female,1.0,SVK,20.0,South America
7,1,1,6,7,1,7,1,1,6,,Male,47.0,COL,34.0,South America
7,6,4,7,5,2,5,4,1,7,High school,Male,220.0,TUR,23.0,Asia
7,6,5,4,7,1,4,4,2,7,High school,Female,220.0,TUR,19.0,Asia
5,3,3,2,3,2,2,5,2,7,High school,Male,220.0,TUR,19.0,Asia
4,5,2,1,4,3,6,5,4,7,High school,Male,220.0,TUR,19.0,Asia
3,4,4,4,5,2,2,5,2,6,Bachelor's degree,Female,47.0,COL,24.0,South America
7,5,6,6,5,6,2,1,3,6,Bachelor's degree,Male,12.0,ARG,20.0,South America
3,5,2,5,3,2,2,3,2,6,Bachelor's degree,Female,47.0,COL,26.0,South America
7,7,1,5,7,1,7,1,1,7,High school,Female,220.0,TUR,20.0,Asia
4,6,3,5,7,3,5,7,3,7,High school,Male,220.0,TUR,22.0,Asia
7,5,5,6,6,6,4,2,5,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
6,3,3,1,7,3,4,4,3,2,Master's degree,Male,74.0,FRA,28.0,Europe
6,2,1,1,1,1,5,4,2,7,High school,Female,220.0,TUR,21.0,Asia
6,5,5,3,5,2,1,2,4,5,Bachelor's degree,Female,1.0,SVK,24.0,South America
4,7,5,5,7,4,5,5,5,5,Bachelor's degree,Female,1.0,SVK,25.0,South America
5,2,2,2,2,1,1,1,1,2,Bachelor's degree,Female,74.0,FRA,45.0,Europe
6,2,5,5,7,1,1,4,2,7,High school,Male,220.0,TUR,22.0,Asia
7,5,4,2,7,1,1,1,1,7,High school,Female,220.0,TUR,21.0,Asia
3,2,2,5,6,2,5,6,1,6,High school,Male,47.0,COL,20.0,South America
6,6,6,3,7,6,2,6,5,6,Bachelor's degree,Male,12.0,ARG,41.0,South America
5,7,2,6,7,2,4,5,5,6,Bachelor's degree,Female,12.0,ARG,26.0,South America
5,2,7,7,7,2,1,1,1,6,Bachelor's degree,Female,12.0,ARG,34.0,South America
4,4,5,2,4,2,3,2,2,6,Bachelor's degree,Female,12.0,ARG,26.0,South America
5,6,5,2,5,4,5,5,5,6,High school,Male,12.0,ARG,36.0,South America
7,7,6,2,7,6,1,5,5,6,Bachelor's degree,Female,12.0,ARG,29.0,South America
6,5,6,2,5,2,3,3,3,6,Bachelor's degree,Male,12.0,ARG,24.0,South America
5,5,5,6,5,2,3,3,5,6,Bachelor's degree,Female,12.0,ARG,31.0,South America
5,5,4,2,6,4,4,3,5,2,Bachelor's degree,Female,74.0,FRA,42.0,Europe
3,4,4,6,4,4,5,5,4,6,Bachelor's degree,Female,12.0,ARG,34.0,South America
1,3,7,5,2,5,6,6,5,6,Bachelor's degree,Female,12.0,ARG,26.0,South America
6,4,5,2,4,6,7,5,5,6,Bachelor's degree,I wish not to answer,12.0,ARG,33.0,South America
7,1,6,3,4,4,4,2,2,6,Bachelor's degree,Male,12.0,ARG,28.0,South America
3,5,4,3,4,4,5,5,3,6,Bachelor's degree,Male,12.0,ARG,27.0,South America
2,5,3,3,3,5,6,3,6,6,Bachelor's degree,Male,12.0,ARG,35.0,South America
5,6,7,6,5,4,2,2,5,6,Bachelor's degree,Male,12.0,ARG,29.0,South America
3,2,6,2,5,3,1,1,1,6,Bachelor's degree,Female,12.0,ARG,28.0,South America
1,6,1,1,6,3,3,4,1,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
5,6,6,3,6,2,5,5,4,6,Bachelor's degree,Female,12.0,ARG,27.0,South America
6,5,5,5,3,5,2,1,5,6,Bachelor's degree,Male,12.0,ARG,29.0,South America
6,5,4,2,3,2,1,6,3,6,High school,Male,12.0,ARG,26.0,South America
7,6,7,7,7,1,2,1,2,6,Bachelor's degree,Male,47.0,COL,19.0,South America
7,2,1,1,6,1,7,1,1,7,Master's degree,Male,220.0,TUR,30.0,Asia
7,7,4,7,6,1,1,4,4,7,High school,Female,220.0,TUR,20.0,Asia
1,5,3,2,1,1,5,1,1,6,Bachelor's degree,Male,12.0,ARG,25.0,South America
3,2,1,1,1,1,3,2,1,6,Bachelor's degree,Male,12.0,ARG,30.0,South America
6,7,4,7,7,6,7,5,2,7,High school,Female,220.0,TUR,21.0,Asia
4,5,4,3,6,1,4,5,2,7,High school,Male,220.0,TUR,24.0,Asia
5,5,3,6,5,2,4,3,5,6,Bachelor's degree,Female,12.0,ARG,27.0,South America
7,1,1,4,4,1,1,1,1,6,Bachelor's degree,Male,12.0,ARG,25.0,South America
7,2,3,3,7,1,2,1,2,6,Bachelor's degree,Female,12.0,ARG,34.0,South America
7,6,5,5,7,2,5,5,2,7,High school,Female,220.0,TUR,22.0,Asia
6,6,5,2,7,5,4,2,5,7,Bachelor's degree,Female,220.0,TUR,19.0,Asia
7,7,5,7,7,7,7,7,2,7,High school,Male,220.0,TUR,20.0,Asia
6,5,2,5,6,2,2,6,2,7,High school,Female,220.0,TUR,19.0,Asia
5,4,2,3,5,2,2,5,4,7,High school,Female,220.0,TUR,20.0,Asia
7,5,1,1,5,1,5,1,1,7,High school,Female,220.0,TUR,20.0,Asia
1,5,4,7,7,1,2,2,4,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
6,6,5,2,7,1,4,2,5,7,High school,Female,220.0,TUR,19.0,Asia
6,5,1,7,7,4,4,4,4,7,High school,Female,220.0,TUR,19.0,Asia
7,6,1,2,6,2,5,4,2,7,High school,Female,220.0,TUR,20.0,Asia
6,6,4,1,7,5,4,4,3,7,High school,Female,220.0,TUR,19.0,Asia
3,2,5,2,7,1,5,2,2,7,Bachelor's degree,Female,220.0,TUR,20.0,Asia
6,5,2,2,4,5,6,7,5,7,High school,Female,220.0,TUR,20.0,Asia
4,6,5,2,7,5,7,1,4,7,High school,Female,220.0,TUR,19.0,Asia
7,7,5,7,7,7,4,5,1,7,High school,Female,220.0,TUR,20.0,Asia
3,1,4,1,6,1,2,1,1,7,High school,Female,220.0,TUR,21.0,Asia
6,6,6,2,6,3,5,2,2,7,High school,Female,220.0,TUR,21.0,Asia
6,2,2,2,6,2,6,1,1,6,Bachelor's degree,Female,12.0,ARG,64.0,South America
6,7,7,5,7,7,5,7,7,7,High school,Female,220.0,TUR,24.0,Asia
2,7,4,1,2,1,1,2,2,7,High school,Female,220.0,TUR,20.0,Asia
4,5,4,3,4,3,5,4,2,7,High school,Female,220.0,TUR,19.0,Asia
3,2,2,4,2,4,3,1,4,5,Bachelor's degree,Male,1.0,SVK,25.0,South America
5,5,6,3,6,4,6,7,2,7,High school,Female,220.0,TUR,19.0,Asia
5,6,5,1,6,2,2,6,2,7,High school,Female,220.0,TUR,22.0,Asia
6,6,7,7,4,1,1,2,1,6,Bachelor's degree,Male,43.0,CHL,33.0,South America
6,2,2,7,3,5,7,7,5,6,Bachelor's degree,Male,43.0,CHL,32.0,South America
5,5,4,1,4,1,7,3,4,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
5,6,4,4,6,5,3,5,5,6,Bachelor's degree,Female,43.0,CHL,25.0,South America
4,4,2,3,5,3,4,5,3,7,High school,Female,220.0,TUR,19.0,Asia
7,4,7,7,7,4,4,4,1,6,Bachelor's degree,Female,43.0,CHL,28.0,South America
7,7,2,6,5,4,4,6,5,6,Bachelor's degree,Female,43.0,CHL,28.0,South America
7,6,1,6,7,4,5,3,6,6,High school,Female,43.0,CHL,29.0,South America
5,3,2,6,7,2,4,2,2,7,High school,Female,220.0,TUR,22.0,Asia
6,5,4,1,3,1,3,4,4,7,High school,Female,220.0,TUR,20.0,Asia
6,5,1,1,2,2,2,6,1,7,High school,Male,2.0,TUR,22.0,Asia
3,5,5,2,6,3,6,3,6,5,High school,Female,1.0,SVK,22.0,South America
2,6,7,4,7,7,5,7,5,7,High school,Male,220.0,TUR,22.0,Asia
4,1,1,4,1,1,5,1,4,6,High school,Female,47.0,COL,22.0,South America
2,5,4,3,7,1,4,2,1,7,High school,Female,220.0,TUR,21.0,Asia
4,5,2,4,4,1,2,1,1,7,High school,Female,220.0,TUR,20.0,Asia
6,2,6,6,4,6,4,1,2,6,High school,Female,12.0,ARG,24.0,South America
7,5,5,5,5,5,4,3,4,6,High school,Female,12.0,ARG,21.0,South America
6,7,5,2,7,3,3,2,4,7,High school,Female,220.0,TUR,19.0,Asia
6,5,5,5,5,5,5,1,1,7,High school,Female,220.0,TUR,19.0,Asia
5,3,3,5,5,5,4,2,5,7,High school,Female,220.0,TUR,21.0,Asia
7,6,4,5,7,5,1,6,5,7,Bachelor's degree,Male,220.0,TUR,20.0,Asia
2,4,3,2,5,5,3,2,2,7,Bachelor's degree,Male,220.0,TUR,35.0,Asia
6,5,2,1,6,2,1,1,1,7,High school,Female,220.0,TUR,21.0,Asia
5,5,2,6,5,4,2,4,3,5,High school,Female,1.0,SVK,47.0,South America
6,6,6,3,7,5,2,2,5,6,Bachelor's degree,Female,12.0,ARG,30.0,South America
6,2,1,3,5,5,4,5,3,7,Master's degree,Female,220.0,TUR,23.0,Asia
4,4,4,2,4,4,7,6,2,5,Master's degree,Male,1.0,SVK,37.0,South America
2,7,2,1,7,6,1,6,7,5,High school,Male,1.0,SVK,20.0,South America
5,4,2,1,6,2,5,2,1,7,Bachelor's degree,Female,220.0,TUR,27.0,Asia
6,5,7,5,5,5,5,4,6,5,Bachelor's degree,Female,1.0,SVK,24.0,South America
6,5,2,2,4,4,5,3,5,5,Bachelor's degree,Female,1.0,SVK,23.0,South America
6,5,2,6,4,5,6,2,5,5,High school,Female,1.0,SVK,21.0,South America
4,7,4,7,5,4,1,7,4,5,High school,Female,1.0,SVK,21.0,South America
1,1,1,3,1,1,2,1,2,5,Master's degree,Male,1.0,SVK,25.0,South America
2,6,6,6,3,6,6,4,6,5,High school,Female,1.0,SVK,22.0,South America
5,4,2,6,2,1,4,1,1,5,High school,Female,1.0,SVK,21.0,South America
4,7,5,3,7,5,3,7,5,5,High school,Female,1.0,SVK,21.0,South America
7,1,1,2,4,1,1,5,1,5,Bachelor's degree,Female,1.0,SVK,25.0,South America
4,2,2,3,4,5,6,6,6,5,Bachelor's degree,Female,1.0,SVK,24.0,South America
2,5,4,1,2,5,2,5,5,5,High school,Female,1.0,SVK,21.0,South America
5,2,1,5,3,1,2,1,2,5,Master's degree,Female,1.0,SVK,35.0,South America
6,2,5,4,1,1,7,5,2,5,Bachelor's degree,Female,1.0,SVK,25.0,South America
1,3,1,1,2,2,6,5,2,5,High school,Male,1.0,SVK,20.0,South America
4,3,3,3,2,5,5,3,5,5,High school,Female,1.0,SVK,20.0,South America
5,4,4,5,4,3,4,5,1,7,Doctoral degree,Male,220.0,TUR,39.0,Asia
5,6,6,5,5,5,5,4,5,5,Bachelor's degree,Female,1.0,SVK,23.0,South America
4,4,4,5,5,3,1,3,5,5,High school,Female,1.0,SVK,20.0,South America
5,2,2,1,3,5,5,1,5,5,Bachelor's degree,Female,1.0,SVK,22.0,South America
4,1,4,6,1,1,2,1,5,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
4,7,5,7,1,1,1,1,4,5,Bachelor's degree,Female,1.0,SVK,24.0,South America
6,5,2,1,2,2,2,2,2,5,Master's degree,Female,1.0,SVK,46.0,South America
5,7,4,6,2,5,2,5,5,5,High school,Male,1.0,SVK,20.0,South America
5,5,5,4,3,6,5,6,5,5,Bachelor's degree,Male,1.0,SVK,23.0,South America
4,5,3,5,4,2,2,4,5,5,High school,Female,1.0,SVK,21.0,South America
5,4,5,6,4,5,2,5,5,6,Bachelor's degree,Female,47.0,COL,18.0,South America
6,6,2,7,7,1,2,1,1,7,Bachelor's degree,Female,220.0,TUR,33.0,Asia
5,2,3,5,4,4,3,5,5,5,High school,Male,1.0,SVK,20.0,South America
6,6,2,3,5,5,7,2,5,5,High school,Female,1.0,SVK,19.0,South America
3,6,4,6,5,6,3,4,7,5,Bachelor's degree,Female,1.0,SVK,22.0,South America
4,6,3,2,6,5,1,6,6,5,Master's degree,Male,1.0,SVK,39.0,South America
4,4,4,2,5,1,6,6,5,7,Bachelor's degree,Male,220.0,TUR,26.0,Asia
6,5,4,4,6,1,4,5,2,7,High school,Female,220.0,TUR,73.0,Asia
7,7,7,3,5,1,6,1,1,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
2,5,3,2,2,2,6,5,5,5,High school,Female,1.0,SVK,20.0,South America
7,4,4,4,7,3,5,1,4,7,High school,Female,220.0,TUR,22.0,Asia
6,6,6,4,6,5,2,3,6,6,Bachelor's degree,Female,12.0,ARG,28.0,South America
4,5,5,6,3,1,6,5,4,5,High school,Male,1.0,SVK,21.0,South America
4,2,2,5,4,5,6,6,6,5,Bachelor's degree,Female,1.0,SVK,25.0,South America
4,6,2,3,3,1,1,7,4,7,High school,Male,220.0,TUR,21.0,Asia
6,7,6,6,5,1,4,5,5,7,High school,Female,220.0,TUR,22.0,Asia
5,4,2,2,4,2,5,5,3,7,High school,Female,220.0,TUR,23.0,Asia
6,6,5,2,5,2,3,5,3,7,High school,Female,220.0,TUR,21.0,Asia
4,5,2,1,6,2,4,2,2,7,High school,Female,220.0,TUR,21.0,Asia
6,5,5,2,2,3,5,4,2,7,High school,Female,220.0,TUR,20.0,Asia
7,3,1,4,6,1,4,1,1,7,High school,Female,220.0,TUR,26.0,Asia
3,2,2,5,5,2,2,3,5,7,High school,Female,220.0,TUR,23.0,Asia
5,4,2,4,1,2,5,2,1,7,High school,Female,220.0,TUR,22.0,Asia
3,6,2,3,5,2,5,2,2,7,High school,Female,220.0,TUR,21.0,Asia
7,5,4,2,4,4,5,4,4,7,High school,Female,220.0,TUR,20.0,Asia
7,6,2,3,6,3,5,3,2,7,High school,Female,220.0,TUR,21.0,Asia
6,5,6,6,6,5,5,5,5,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
6,6,3,2,5,4,2,3,3,7,High school,Female,220.0,TUR,21.0,Asia
4,4,3,1,5,2,2,4,2,7,High school,Female,220.0,TUR,21.0,Asia
3,7,3,3,2,3,5,6,5,7,High school,Female,220.0,TUR,21.0,Asia
2,2,2,3,2,2,5,2,5,5,Bachelor's degree,Male,1.0,SVK,23.0,South America
5,4,6,3,2,5,2,4,5,7,High school,Female,220.0,TUR,22.0,Asia
7,6,3,7,6,1,6,1,1,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
6,6,5,1,6,1,2,1,1,7,Bachelor's degree,Female,220.0,TUR,24.0,Asia
7,7,1,1,1,7,1,1,1,7,High school,Female,81.0,TUR,24.0,Asia
1,6,3,5,6,2,1,5,2,7,High school,Female,220.0,TUR,21.0,Asia
4,6,3,2,6,2,5,5,2,7,High school,Female,220.0,TUR,22.0,Asia
6,7,6,6,6,7,4,5,5,7,High school,Female,220.0,TUR,26.0,Asia
5,6,4,6,5,2,4,4,3,7,High school,Female,220.0,TUR,19.0,Asia
6,4,4,1,2,1,1,5,1,7,High school,Female,220.0,TUR,21.0,Asia
6,3,6,1,1,6,2,3,1,7,High school,Female,220.0,TUR,20.0,Asia
6,5,5,5,4,2,5,4,1,7,High school,Female,220.0,TUR,20.0,Asia
6,6,3,2,4,5,5,5,5,7,High school,Female,220.0,TUR,19.0,Asia
7,6,5,5,6,4,5,4,3,7,High school,Female,220.0,TUR,22.0,Asia
7,6,4,7,5,2,5,1,1,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
7,7,4,1,4,5,1,6,2,7,Bachelor's degree,Female,220.0,TUR,26.0,Asia
6,6,4,2,5,1,2,2,1,7,High school,Female,220.0,TUR,21.0,Asia
1,3,3,5,2,1,1,1,1,7,High school,Female,220.0,TUR,20.0,Asia
7,4,5,3,4,5,6,6,4,7,High school,Male,220.0,TUR,20.0,Asia
6,2,2,4,3,2,2,4,3,5,High school,Female,1.0,SVK,24.0,South America
6,6,5,4,5,1,2,1,2,7,High school,Female,220.0,TUR,21.0,Asia
5,6,5,5,6,2,5,5,4,7,High school,Female,220.0,TUR,21.0,Asia
6,6,3,1,2,1,2,2,1,7,Bachelor's degree,Female,220.0,TUR,25.0,Asia
6,6,2,2,6,4,2,4,4,7,High school,Female,220.0,TUR,20.0,Asia
4,3,2,5,4,5,1,5,4,7,High school,Male,220.0,TUR,22.0,Asia
7,7,6,5,7,4,5,4,4,7,High school,Female,220.0,TUR,19.0,Asia
6,5,4,4,4,5,5,5,4,5,Bachelor's degree,Female,1.0,SVK,21.0,South America
6,6,4,5,1,1,5,4,1,7,High school,Female,220.0,TUR,21.0,Asia
6,6,3,4,6,6,2,6,4,7,High school,Male,220.0,TUR,21.0,Asia
6,7,6,6,5,4,3,5,4,5,Bachelor's degree,Female,1.0,SVK,22.0,South America
4,5,2,5,5,3,3,6,5,7,High school,Female,220.0,TUR,21.0,Asia
6,6,3,6,7,5,7,5,5,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
6,7,3,6,2,1,1,1,1,7,Bachelor's degree,Female,221.0,TUR,23.0,Asia
6,6,3,6,7,4,1,3,4,7,High school,Female,220.0,TUR,19.0,Asia
6,4,1,1,1,1,5,6,1,5,High school,Male,1.0,SVK,21.0,South America
6,6,6,5,6,5,5,5,5,7,High school,Female,220.0,TUR,22.0,Asia
6,6,3,1,4,2,5,5,3,7,Bachelor's degree,Female,220.0,TUR,26.0,Asia
2,5,2,2,6,2,5,3,2,7,High school,Female,220.0,TUR,23.0,Asia
5,4,2,2,5,2,4,6,2,7,High school,Male,220.0,TUR,20.0,Asia
5,6,4,4,4,4,1,5,5,7,High school,Female,220.0,TUR,23.0,Asia
7,2,5,6,2,2,1,2,4,6,Bachelor's degree,Female,12.0,ARG,32.0,South America
7,5,6,5,7,1,2,1,1,7,High school,Male,220.0,TUR,26.0,Asia
5,4,3,3,5,4,5,5,4,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
7,6,6,1,7,4,6,5,5,7,Bachelor's degree,Female,220.0,TUR,20.0,Asia
7,5,1,3,5,6,7,1,6,7,High school,Male,220.0,TUR,22.0,Asia
4,3,4,2,2,2,1,1,1,7,High school,Female,220.0,TUR,19.0,Asia
2,3,2,1,3,5,2,6,6,5,High school,Female,1.0,SVK,20.0,South America
7,6,6,4,6,2,5,2,2,5,Bachelor's degree,Female,1.0,SVK,25.0,South America
6,6,4,3,4,1,7,2,3,7,Bachelor's degree,Female,220.0,TUR,19.0,Asia
7,5,1,2,6,6,2,1,6,5,Master's degree,Male,1.0,SVK,35.0,South America
7,7,5,1,6,5,2,5,5,7,High school,Female,220.0,TUR,21.0,Asia
5,5,1,6,3,5,2,5,5,5,Master's degree,Female,1.0,SVK,41.0,South America
5,4,4,3,5,4,1,5,3,7,High school,Female,220.0,TUR,21.0,Asia
4,4,2,2,3,2,3,3,3,7,High school,Male,220.0,TUR,22.0,Asia
7,7,1,4,1,1,4,1,1,7,High school,Female,220.0,TUR,21.0,Asia
6,6,6,4,5,2,5,6,2,7,High school,Female,220.0,TUR,22.0,Asia
6,4,3,4,5,1,4,1,1,7,High school,Female,220.0,TUR,23.0,Asia
2,4,2,1,6,1,2,1,4,5,High school,Male,1.0,SVK,20.0,South America
7,2,1,4,4,1,1,4,4,7,Master's degree,Male,220.0,TUR,29.0,Asia
6,6,6,3,6,5,2,4,4,7,Bachelor's degree,Female,220.0,TUR,24.0,Asia
7,6,2,5,6,5,2,3,4,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
7,6,2,2,6,2,4,3,2,7,Bachelor's degree,Female,220.0,TUR,22.0,Asia
5,5,4,2,5,2,5,4,3,7,High school,Female,220.0,TUR,21.0,Asia
5,4,3,7,1,1,4,2,2,6,Bachelor's degree,Female,12.0,ARG,20.0,South America
7,5,5,4,5,5,5,6,5,7,Master's degree,Male,220.0,TUR,29.0,Asia
7,7,4,6,7,5,5,6,5,7,Bachelor's degree,Female,220.0,TUR,24.0,Asia
5,5,4,3,4,2,4,5,3,6,High school,Female,12.0,ARG,21.0,South America
1,3,2,2,6,2,6,3,1,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
7,6,6,7,6,4,5,5,4,7,High school,Other,220.0,TUR,21.0,Asia
5,5,1,7,4,1,1,3,1,6,High school,Female,12.0,ARG,21.0,South America
5,5,1,4,6,1,4,3,2,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
3,3,5,3,5,5,3,3,3,7,Master's degree,Female,220.0,TUR,24.0,Asia
5,3,6,2,5,3,5,5,6,6,Bachelor's degree,Female,12.0,ARG,29.0,South America
5,6,5,4,5,2,6,5,2,7,High school,Female,220.0,TUR,22.0,Asia
6,6,6,5,6,6,5,5,6,5,Master's degree,Male,1.0,SVK,32.0,South America
7,4,5,1,1,5,6,7,3,7,High school,Male,220.0,TUR,24.0,Asia
3,6,5,6,6,6,5,6,5,7,High school,Female,220.0,TUR,22.0,Asia
3,1,2,2,4,5,1,7,7,6,Bachelor's degree,Male,47.0,COL,26.0,South America
7,4,5,6,7,4,2,6,1,6,Bachelor's degree,Female,12.0,ARG,49.0,South America
2,5,6,2,2,6,2,2,6,6,Bachelor's degree,Male,12.0,ARG,27.0,South America
5,6,3,1,3,1,1,6,5,6,Bachelor's degree,Female,12.0,ARG,33.0,South America
2,5,5,3,3,5,2,2,5,5,Master's degree,Female,1.0,SVK,34.0,South America
3,2,4,5,5,5,3,4,5,5,Master's degree,Female,1.0,SVK,43.0,South America
3,1,1,5,2,2,5,6,6,5,High school,Male,1.0,SVK,21.0,South America
5,6,7,6,2,2,6,2,4,5,Master's degree,Male,1.0,SVK,32.0,South America
6,4,3,3,6,5,1,5,5,5,Bachelor's degree,Female,1.0,SVK,24.0,South America
3,3,2,5,4,4,4,2,2,5,High school,Female,1.0,SVK,58.0,South America
5,6,5,2,5,5,2,2,6,5,Master's degree,Female,1.0,SVK,29.0,South America
7,7,1,1,6,6,6,1,7,5,Doctoral degree,Male,1.0,SVK,34.0,South America
7,6,4,2,1,4,7,5,5,7,High school,Female,220.0,TUR,23.0,Asia
6,5,2,4,6,4,1,6,6,5,High school,Female,1.0,SVK,22.0,South America
5,6,2,3,3,2,2,2,5,5,Master's degree,Female,1.0,SVK,32.0,South America
4,6,6,2,5,5,3,6,4,7,High school,Female,220.0,TUR,22.0,Asia
6,7,5,6,6,4,5,6,4,5,High school,Female,1.0,SVK,47.0,South America
5,5,2,6,2,4,7,2,2,5,High school,Female,1.0,SVK,21.0,South America
4,6,5,2,5,5,6,3,4,5,Master's degree,Female,1.0,SVK,47.0,South America
6,7,6,5,7,4,5,4,4,5,High school,Female,1.0,SVK,20.0,South America
6,5,3,3,4,5,3,4,5,5,Master's degree,Female,1.0,SVK,35.0,South America
5,6,5,5,5,5,3,5,6,5,High school,Female,1.0,SVK,20.0,South America
6,5,4,5,3,1,5,4,2,7,Bachelor's degree,Female,220.0,TUR,24.0,Asia
6,7,5,4,2,2,3,7,3,7,Bachelor's degree,Female,220.0,TUR,23.0,Asia
3,6,5,6,4,4,2,5,3,5,Master's degree,Female,1.0,SVK,25.0,South America
2,4,5,6,3,4,5,6,6,5,Master's degree,Female,1.0,SVK,62.0,South America
6,7,7,2,3,7,5,5,5,5,Master's degree,Male,1.0,SVK,32.0,South America
2,5,2,3,2,5,1,5,5,5,Doctoral degree,Female,1.0,SVK,29.0,South America
5,5,2,2,6,2,5,6,2,7,High school,Female,220.0,TUR,24.0,Asia
5,4,3,2,4,1,6,5,2,7,High school,Female,220.0,TUR,22.0,Asia
6,6,6,2,7,1,3,5,2,7,Bachelor's degree,Female,220.0,TUR,21.0,Asia
